"","text"
"1506","received quickly and in good condition highly recommended"
"1507","waited for a while acceptable quality at this price "
"1508","handle is slightly dented but still ok"
"1509","value for  thanks seller for the free shipping so cant complain for the  weeks delivery time"
"1510","eact to pic and length is okay thankyou so much seller   "
"1511","item received in good condition thank you  "
"1512","item received as per pictured good quality and durable "
"1513","fast delivery and good in condition thank you very much"
"1514","item received in good order"
"1515","comes as per picture easy to adjust "
"1516","excited to use this hopefully i can get fitter with the help of the skipping rope "
"1517","bought for my mom since she said she wants to start skipping but until now she also too lazy exercise so idk whether   good or not "
"1518",""
"1519","delivery was fast "
"1520","delivery was fast came within a week quality looks good enough for the price "
"1521","well received item looks good and the skipping rope is tanglefree like what it claims to be "
"1522","lightweight but too flimsy it does not give me a good experience skipping with this plus side is that it is easy to adjust"
"1523","great and niceeeeeeeeeee delivery is a little slow but item is in good condition "
"1524","surprisingly fast delivery adjustable length worth the price "
"1525","good thank you for the fast delivery item is well received and packaged well "
"1526","fast delivery the length of the rope is adjustable and the handles are comfortable to grip good buy"
"1527","worth buying it"
"1528","great buy worth the price super fast delivery thank youuuu "
"1529","good and sturdy material the adjusting is limited though"
"1530","order received  product in good condition  affordable price"
"1531","yet to try"
"1532","so so hurt if hit not recommending to buy  "
"1533","came as advertised the grip is really nice to hold satisfied hope it last me ‚Ï "
"1534","good material long enough for me to use it can‚t wait to use it to exercise "
"1535","i love the product i shall order it again and recommend it to my family "
"1536","fast delivery item received in good condition yet to try  worth the buy at this price thanks seller "
"1537","good product all received in order as what i ordered thanks "
"1538","item well recieved "
"1539","item is well received"
"1540","item came in good condition and fast delivery thanks"
"1541","fast delivery  item as described with bearing length is adjustable like it"
"1542","product as listed"
"1543","delivery was quite fast and overall worth the money"
"1544","received about a week after purchase looks good length is perfect for me don‚t even need to adjust haven start using but is worth the price and will definitely buy again if need in the future "
"1545","great "
"1546","it is easy to adjust however the space in the handle is not enough for the excess rope to fit not recommended for petite people trying this i am m bear in mind after using it for awhile it will twist itself up overall not a bad product handle is soft"
"1547","good quality recommended "
"1548","love it very quality skipping rope and adjustable as well recommended "
"1549","received in  days with good condition  thank you "
"1550","order arrived the following week item is as described thank you seller"
"1551","the ropes seems a little too short for me haven‚t try out w it yet "
"1552","delivery faster than expected but the item was damaged when i opened it for such a cheap item i didn‚t opt to ask for return as   a total waste of time otherwise the rope functions as intended happy with my purchase overall"
"1553","good rope grip is fine too tho idk how it can be adjusted "
"1554","good item"
"1555","quick delivery and item arrived in good condition hopefully durability is long"
"1556","good and easy to adjust rope length"
"1557","items received in good condition"
"1558","considered fast delivery and in good condition i like it and recommended"
"1559","product was delivered on time but was abit upset by the dent created on the handle are as seen in the picture not a big issues but kind of disturbed by it packaging was ship without a box only plastic "
"1560"," good quality "
"1561","pack well seems hardy hope   lasting"
"1562","came in a week in good condition looks like   of good quality"
"1563","received in good condition thank you seller for prompt response only buy if needed"
"1564","well received thank you for the prompt and efficient response overall looks fine "
"1565","value for money product specs are as advertised durability unknown as yet"
"1566","skipping rope looks good material also looks good delivery on a saturday perfect timing  definitely buy if u looking for good pair of skipping ropes"
"1567","good quality for the price and fast delivery will buy again "
"1568","ordered on the  receive on th product as describe  "
"1569","item received good product"
"1570","quality looks good yet to try but i guess it will do the work "
"1571","good quality for the price paid "
"1572","love this highly recommended smooth delivery "
"1573","good for the price adjustable and durable "
"1574","loving it getting  more for my cousin "
"1575","skipping rope is of good quality have yet to try it yet can‚t wait "
"1576","looks good shall try n see"
"1577","fast delivery "
"1578","good"
"1579","superrrrrr fast delivery thank you"
"1580","looks good "
"1581","fast and efficient delivery yet to open and try item but hope its good"
"1582","really happy with the purchase weighted and quality "
"1583","item came in as expected"
"1584","nice grip is very comfortable and length of rope is just nice for my height im m ty"
"1585","well received in good condition pretty good quality and lightweight "
"1586","rope looks sturdy and just like pic"
"1587","delivery took about  week very good quality like it can adjust length too "
"1588","ok rope for this price adjustment is easy excercise works ok with this rope"
"1589","good item fast delivery but item came with slight defect where the foam for the handle is damaged but   all right"
"1590","good value for moneyadjustable rope "
"1591","looks not bad for the price paid  "
"1592","item looks good length is long too"
"1593","long delivery time waited for more than  weeks  yet to try will further review thanks seller "
"1594","fast shipment within  weeks during cb rope is adjustable "
"1595","love it"
"1596","good skipping rope recommended for adults painful if misjump and whip yourself "
"1597","received through letterbox through singpost product is new"
"1598","good  fast delivery "
"1599","item received in good condition used it a few times it doesn‚t get tangled and i like that the handle is really soft "
"1600","item came as described delivery too quite a long time to arrive hopefully it serves its purpose"
"1601","quality is very light compare to crossrope the reason is there is no wire inside to add weight compare to the ads which indicates embedded wire but really dont have see rd photo maybe good for beginners who really never do jump ropes yet"
"1602","delivered in good condition product as per description and thumbs up for the delivery speed yet to try it out but should be worth the price paid"
"1603","received in good order and condition thanks "
"1604","fast delivery and good item"
"1605","overall good"
"1606","product is not tangle free but delivery came early thank you "
"1607","item looks goods have not yet try it hopefully it wont tangle and last longer "
"1608","received the item in good condition cant wait to try itthank you"
"1609","quick and efficient delivery took less than  weeks and product seems relatively sturdy‚"
"1610","good quality ropes thanks"
"1611","good   better than my old ropes "
"1612","love this skipping rope it was easy to adjust to my height and   great for beginners like me used it around  times so far and   durable would recommend"
"1613","nice for its price i was expecting more weight but still perfect for workouts"
"1614","goods received as described it was delivered by singpost "
"1615","looks very good hope it works and fast delivery too thank you"
"1616","looks durable and value for   quality"
"1617","okay received the product aft quite a long wait i guess cos of the current situation package is fine and all "
"1618","arrived quite fast but the rope is very long have to adjust before using other than that good for the price"
"1619","quality ok delivery ok service ok thank you "
"1620","good"
"1621","great quality  hopefully can last long "
"1622","item received in  weeks time and received in good condition "
"1623","got my item in  weeks and in good condition   great "
"1624","good "
"1625","fast delivery item received in good condition highly recommend "
"1626","got it during flash sales at  cents woohoo thanks loving the colour "
"1627","bought a black speed rope good quality and no regrets fast delivery as well"
"1628","bought during flash sale at  very worth it material is lightweight and looks sturdy"
"1629","ship from sg  received super fast quality looks good thanks seller"
"1630","looks good for me got it in flash deal good to have one of those thanks seller  fast delivery as well"
"1631","good fast delivery"
"1632","very fast shipping bought at flash sales highly recommended"
"1633","fast delivery items received in good condition "
"1634","fast delivery thank u so much  will be using this during this period"
"1635","ordered on  june received on  june the item was shipped out really fast while the quality is not the best   decent for the price"
"1636","great buy both are adjustable as well which makes it great for me "
"1637","quality is quite good and really light weight will take a while to straighten it out while jumping"
"1638","fast delivery good quality product bought during flash sale good deal"
"1639","nice bubble wrap and plastic wrap also double protection protection is always good right  anyways time to lose some weight haah "
"1640","fast delivery good product thanks will buy again if needed "
"1641","receive it  days later after placed the order nice service and will buy again next time if needed  "
"1642","fast delivery however the product quality is very bad too small no durable and hooks and screws can easily detach "
"1643","very very fast delivery  great product for such low price thanks"
"1644","fast delivery ordered on th and received on th tried and it works well length easily adjustable too "
"1645","works as it should no flaws "
"1646","fast delivering works well thank you"
"1647","received in good condition "
"1648","nicely package and fast delivery "
"1649","the rope was delivered in good condition the delivery came within a few days have yet to try it "
"1650","got the speed rope and   really worth the price "
"1651","both speed and training ropes lack weight did not enjoy the workout from these used to the weight from the decathlon ropes better   would not buy again"
"1652","item well received with thanks as per described have used it today  lightweight good to use and length is just nice "
"1653","nice products training rope is too short "
"1654","havent used item item looks cheap like not worth it"
"1655","good quality and material the delivery was fast despite covid"
"1656","good quality well received thank you very much so far no issues"
"1657","so far no issues received it today and am very satisfied "
"1658","order received in a shocked the status of order didn‚t update on the app hence this came to my surprise today "
"1659","bought the orange one cheap and good will be working out during this cb"
"1660","fast delivery item came as expected "
"1661","item was received inngood condition delivery was on time as well "
"1662","very very fast shipping item was also well packed"
"1663","the delivery is super fast i ordered yesterday i received it today yet to try "
"1664","i like the color and i can adjust the length of the rope the rope slowly twists while jumping then i have to straighten it again but considering the price i guess   ok thank you for the fast delivery"
"1665","got during flash deal and the delivery was very fast less than days "
"1666","item was well received delivery was quick and item was nicely packaged thank you for the deal will recommend to others "
"1667","rigorer training skipping ropes good quality and free delivery suitable for us  "
"1668","fast delivery and easy transaction and would be happy dealing with seller again"
"1669","received my order today super fast delivery ordered yesterday came todaythanks"
"1670","good glad that i got it on a flash deal "
"1671","product received in well packed condition good quality value for money"
"1672","item is in good condition its more towards speed rope as compared to the weighted ones overall good purchase "
"1673","its made of good material and in light weight thank you"
"1674","great rope"
"1675","delivery was incredibly fast item came in nicely packed and in perfect condition "
"1676","bought the ‚blue one its good and was delivered fast appreciate it"
"1677","delivery took some time might be due to covid  have not tried yet materials seem good "
"1678","order received as expected and delivered on time works really well"
"1679","received in good condition and despite covid the item arrive quite fast "
"1680","delivery and shipping was quick which is great but i shouldn‚t have gotten this version its quite uncomfortable especially if you‚re not used to it because the wires get wrapped around the handle when you‚re skipping but on the plus side you can probably change the handles to weighted handles"
"1681","item received in good condition and fast delivery  "
"1682","very fast delivery "
"1683","delivery was a bit slow probably due to being sent by normal post works well and easy to use "
"1684","item received in good package and conditiondelivery is fasthaven‚t try hopefully   good product"
"1685","the skipping rope works fine just that the delivery takes a longer while to arrive "
"1686","nice quality would recommend"
"1687","order well received in good condition and delivery time is relatively fast"
"1688","order is as described delivery is fast overall satisfied for this price point good buy "
"1689","great product that i got during a sale for only  value for money "
"1690","really like the quality of the rope but havent had one where the rope is heavier than the handles"
"1691","very light but not like those kids jump rope good for training and speed"
"1692","the rope is not as flexible as nylon and at this price ill accept this quality"
"1693","not bad good quality fast delivery as welljust nice for cb"
"1694","received item in good condition just only that shipping too a little longer probably due to the covid  issue personally i prefer the black steel wire ones"
"1695","good skipping rope nothing to complain about got it at flash deal might have cheaper ones out there since made in china"
"1696","rope is light and can be used easily seems durable and can be washed‚"
"1697","fast delivery parcel received  days after purchased"
"1698","received after  days upon payment light rope overall is good"
"1699","value for money "
"1700","item well received delivery was quite ok not a long wait"
"1701","good quality skipping rope that works well "
"1702","rigorer training speed skipping ropes good quality  good price  "
"1703","good quality products and quite light packaging with bubble wraps thank you "
"1704","brought this during flash deal reached within day from my purchase is consider fast"
"1705","good quality well received thanks so much will be using this at home"
"1706","thank you so much  appreciate the fast delivery and so far no issue"
"1707","item received in good order  nice rope tho a tad short for me"
"1708","great‚"
"1709","very fast delivery ‚product quality is  ‚∫Ô‚∫Ô"
"1710","item works well and the product came on time no regrets and might purchase again"
"1711","excellent quality rope for tricks and cardio"
"1712","good item"
"1713","product quality is fine delivery is average but a good item for work out thanks seller "
"1714","good i really like it and i will be using this at hkme to exercise"
"1715"," great fast delivery good quality i can do all the tricks with this jump rope thank you highly recommended "
"1716","a little small than what i expect but good quality it is very light too"
"1717","item received in good order the bearing was a little wobbly although i cannot confirm if it was because of my technique or the route itself"
"1718","looking great cant wait to try it out"
"1719","good quality‚"
"1720","little bit long but still great just had to tie a knot exact to pic‚"
"1721","great purchase prompt efficient delivery by seller  thanks for the excellent quality  affordable ropes "
"1722","as described well packed good shipping will buy again "
"1723","love the product seller was responsive and friendly ‚provided advice towards my questions item was shipped out fast too despite cb will purchase from seller again"
"1724","received in good condition quality looks promising‚"
"1725","suitable for beginners price is right  "
"1726","good sturdy skipping rope delivery took a reasonable amount of time because of the current situation good purchase"
"1727","good quality items received per described"
"1728","amazing and fast delivery the length is just right  i am m "
"1729","light and bright colour the kids love it thanks"
"1730","awesome tks "
"1731","awesome item def value for money "
"1732","delivered as described good quality and easy to adjust length of the rope great addition to workout during this period"
"1733","feels like a cheap skipping rope not worth like  that i paid ‚can get cheaper better ones‚"
"1734","super fast delivery love that it is very lightweight the colour is nice too"
"1735","fast delivery but handle seems very thin and fragile but worth it for the price  "
"1736","fast delivery received in good condition item works and looks great"
"1737","fast delivery havent tried it but overall quality is good for the price  thank you "
"1738","i have not received the item even after almost  months "
"1739","very fast shipping and superb quality"
"1740","light weight and easily adjustable arrived quickly considering circuit breaker thanks‚"
"1741","beautiful professional service legit thank you"
"1742","very fast and prompt"
"1743","product came quickly and as advertised we bought the  different types which worked well "
"1744","super fast delivery have yet to try the rope yet but received it in a good condition"
"1745","received in good condition  works well thanks seller less than  i paid‚"
"1746","very fast delivery the training rope look nice the length is okay great deal might purchase again in the future"
"1747","item as describeas pictured   great i‚ve been incorporating skipping in my workout to lose weight very affordable way to stay healthy "
"1748","thanks so much good quality will be using this to skip at home"
"1749","thank u for this good quality and decent delivery time esp with covid"
"1750","thank u relatively fast delivery despite covid excited to start doing cardio at home"
"1751","very fast shipping despite current situation thank you"
"1752","fast delivery thank you so much bought  and ill be using them "
"1753","ok for the price but can be better quality "
"1754","bought  black speed rope and blue training rope fast delivery and both are of good quality "
"1755","good quality and fast delivery thanks for this"
"1756","good rope fast delivery too thank u so much ill be using this for cardio"
"1757","well received good quality and fast delivery overall satisfied"
"1758","good quality  feels very sturdy tried working out w it after it came it was amazing"
"1759","received in good condition plastic envelope from local seller in  days by singpost normal has yet to try "
"1760","you need to take note of the thickness so to sure to get what you need"
"1761","shipping took a week i really like this band and is perfect for my workout it is stretchable and wont snap easily would buy more "
"1762","works as advertised very pleased with the buy will purchase again "
"1763","bought the red and yellow one resistance is soso but band will ride up and twist by itself when you‚re exercising will not recommend "
"1764","good thank you"
"1765","fast delivery with good use the band tend to fold when exercise but if wearing tights there is no issues "
"1766","very good resistance esp the black one cant wait to use it quite fast delivery quality seems quite good too "
"1767","great material stretchy love the item worth the money and price "
"1768","order came shortly after ordering item is well packaged and delivered"
"1769","items came as described feels quite legit with very good tension its a good buy for the price "
"1770","received in two weeks times quality seems ok yet to try "
"1771","hope it lastdont break ok"
"1772","really good for shaping the hip muscles and   really stiff might not be suitable for hip thrusters"
"1773","good quality  smells a bit funny but that‚s expected "
"1774","rubber smell too strong "
"1775","not bad i tried it alr can feel the resistance and it seems quite durable  hopefully it will be during a workout too  but came quite fast  thanks "
"1776","fast delivery well received worth the money yet to try but the material is okay"
"1777","item received in order "
"1778","items received in good order tightness of respective bands is obvious"
"1779","its great "
"1780","received it safely took around  days havent try but looks okay "
"1781","received item as shown on picture bought during flash sale quick delivery "
"1782","very nice and stretchable hope it is durable and can last"
"1783","bought one of each as a present for my friend but havent been able to pass it to him due to the covid situation packaging is good delivery was fast "
"1784","received in order"
"1785","order well received items nicely packed delivery is fast missing another yellow "
"1786","received all items in good condition havent try yet hope is really useful "
"1787","received my black resistance band from my mailbox yesterday was really excited to open it because it was so affordable there‚s a strong rubbery smell to it hopefully it will subside as i start using it elasticity seems good hopefully it won‚t break when in midst of using"
"1788","bought during flash sale at only  cents item received in order"
"1789","nd time purchasing as my blue one broke"
"1790","it took quite a while to receive the resistant band the quality is good and value for money"
"1791","intensity was accurate in terms of the strength it stated cheap and work well"
"1792","received in order but yet to use it so not sure about the strength"
"1793","ordered before it is ok"
"1794","items received in good condition hope it spur me to exercise yet to test out thanks "
"1795","received in good conditions"
"1796","item as described  week from order to delivery thank you seller "
"1797","product is as expected arrived in reasonable time and there is difference in tension between the two colours would recommend"
"1798","purchase the medium resistance band it is thin and not sure if able to withstand high pressureresistance exercise nonetheless the product came in good condition "
"1799","fast delivery item quality okay good good good good good"
"1800","yet to try but it was well packaged seems good enough for price paid "
"1801","quality is great  shipping was relatively fast despite it being the covid  period "
"1802","item as described quality so so but you get what you pay"
"1803","ordered on jun  and received on jun  in good condition "
"1804","great item thank u for the prompt service"
"1805","happy with the product delivery took quite sometime but its okie "
"1806","the product quality is ok for the price paid and delivery time is acceptable "
"1807","good i like the resistance that the yellow one provides  came quite late more than a week but it is understandable due to current situation  overall satisfied"
"1808","arrived faster than expected quality of product  average "
"1809","received item in good order yet to use it but should be ok"
"1810","came as described all have good resistance the red one in particular has a very strong rubber smell compared to the yellow and blue "
"1811","items received and quality seems tally to wat i expected medium strength however it took almost  weeks to arrive "
"1812","the product does smell and feels very weird at first  should clean it before using   but overall gets the job done for working out its cheap "
"1813","item arrived  days after ordering seems good have yet to test band"
"1814","good quality but slow delivery"
"1815","tried using it and seems really good and effective in toning the body "
"1816","good would be great to include the strength on the strap"
"1817","quality feels good hopefully doesn‚t tear when using "
"1818","ok for the price "
"1819","abit worries the ‚extra light‚ band will tear as the quality are really really thin like the red heavy one "
"1820","looks legit "
"1821","received items well packed"
"1822","items arrived in good condition and earlier than expected"
"1823","not bad quite good wish that it was longer but   really good also i really scared that the red one will snap but it seems pretty good "
"1824","shipping was pretty fast quality feels pretty good for the  flash sale"
"1825","good quality bands i recommend"
"1826","the bands are much smaller than expected tbh and feels like itd snap of i use it"
"1827","cheap decent quality shipping take around  week not bad "
"1828","packaging arrived in letterbox promptly thank you seller"
"1829","great buy cheap and is very useful for training arms highly recommended thank you seller"
"1830","received in individual packaging not too sure if it works havent try yet"
"1831","items reach faster than expected as ship from china hope it last"
"1832","just received these workout tools items inside the small envelope in good condition quality not bad we can use them in oir next workout recommended "
"1833","received item in good condition but the smell of rubber still very strong even after been washed"
"1834","delivery waiting time was average item received well packaged enjoyed the product as it is what i expected will definitely recommend this seller as it was a smooth and easy transaction the communication was clear looking forward for my next purchase thank you seller"
"1835","items wellreceived seller took the effort to ensure items were well protected from damages via delivery highly recommended seller "
"1836","order received in good condition tried the black one and the resistance is really good highly recommend for those looking for good home workouts"
"1837","good quality of resistance bands expect for the smell"
"1838","tore on the th day of using sad "
"1839","great elasticity and resistance great buy very worth "
"1840","product is of good quality and came as described satisfied with my purchase"
"1841","goood quality really like it fast delivery‚"
"1842","it is quite short and not very strong but good quality thanks"
"1843","condition look good and the delivery was very fast too will definitely consider buying next time "
"1844","bought during the flash sales quite affordable however   damn short like can just put over my forehead like a headband"
"1845","bad quality  quite thin not what i expected  request for cancel order they refused to then wasted my money "
"1846","is ok"
"1847","material is good  is quite intense will see if i can keep up with it "
"1848","received my parcel in fast delivery thanks "
"1849","received in good condition delivery was fast too thank you "
"1850","worth the money only no indication of the resistance fast delivery "
"1851","as promised "
"1852","mom said it was good for her exercise"
"1853","love it though i wish it came in different colours‚  smells funky  had to soak in soap before the rubber smell fades off‚"
"1854","bottle arrives in  days very fast delivery item is authentic and in very good condition will buy again from this seller highly recommended"
"1855","seller didn‚t have cadet so accepted my request of trout green delivery was next day really quick very satisfied "
"1856","very quick delivery this time am a return customer and very pleased w my purchase as usual item arrived next day despite it being a flash sale item"
"1857","loving the color and the quality of the water bottle will definitely buy it again fast delivery"
"1858","item received fast and well packed genuine item thank you seller"
"1859","prompt delivery received in  days item is nicely packed very happy with my purchase"
"1860","received in  days in good condition minimal scratches good deal "
"1861","shipping was fast received it in  days item was also boxed and in good condition"
"1862","good quality i bought again lol "
"1863","fast delivery items received in good condition highly recommended "
"1864","super fast delivery  well packed and love the bottle   will buy again from this supplier excellent service     "
"1865","delivery was swift good quality cheaper than retail "
"1866","very good customer servicen fast to receive"
"1867","second purchase good value in the event of a future promotion again will definitely buy it haha seem to always misplace my waterbottle lol "
"1868","prompt delivery a lot cheaper than retail price and the colours are really pretty  "
"1869","bought this during flash deals  the bottle was delivered to me after  day very very fast  worth the buy  "
"1870","second time order from the same seller trusted and reliable order yesterday and receive the item today "
"1871","prompt delivery "
"1872","fast delivery n my girl requested for this brand colour and litres thank you"
"1873","product received in good condition colour is true to picture "
"1874","good quality delivery is fast too comes with protective layer "
"1875","received in good condition fast delivery repeated order thanks seller"
"1876","item as described thanks "
"1877","bottles received in good condition fairly quick delivery "
"1878","water bottle arrived exactly as described in my parcel santa box via speedpost dispatched within  days over a weekend will buy again "
"1879","lovely colour just like what i ordered bottle is in excellent condition easy to wash "
"1880","packed well love it"
"1881","just as i have ordered it "
"1882","came in good condition delivery was prompt colours are exactly as the picture dictates "
"1883","requested to change to cadet and seller reply promptly receive them earlier than expected in love "
"1884","fast delivery took only  days to come thank you "
"1885","fast delivery n item well packed "
"1886","good condition and speedy delivery "
"1887","the item came in good condition and delivery was fast"
"1888","highly recommended"
"1889","received today ideal for office usage "
"1890","excellent products"
"1891","item well packaged and received fast delivery too thank you"
"1892","excellent shipping speed item ordered yesterday and received today wow thank you seller"
"1893","item well received in a box bottle in good condition worth the buy "
"1894","love how fast the delivery was and the colour the bottle came in a good condition"
"1895","will definitely buy again"
"1896","thank u for fast delivery  thk u thatorder was packed with care "
"1897","placed order on thurs night and received on sunday morning thumbs up  "
"1898","delivery is fast the bottle is in good condition "
"1899","fast delivery within  days and received in good condition"
"1900","second purchase  came in good condition like always thank you"
"1901","very nice colourway delivery was very fast got it in less than  days "
"1902","item well packed and received looks good and does not have weird odour "
"1903","the bottles arrived smoothly and are in good conditions"
"1904","very fast delivery received within  day "
"1905","item received as described def recommend "
"1906","i love using it now"
"1907","fast delivery  well received"
"1908","delivery was quick product quality was also good when it came"
"1909","good quality looks like original i love the color will order again in the future‚Ô thank you"
"1910","ordered on saturday and received it on tuesday  really quick delivery came in a slightly beat up box  came in perfect condition with the exception of a tiny scratch would buy again thank you"
"1911","i got my bottle within  days its in good condition and was boxed up well"
"1912","fast deliveryitem shipped out the next day and received the following day slight defect on the bottle with plastic ‚bubbles‚ seen at the side not sure if   intended"
"1913","delivery was super quick"
"1914","good quality and swift delivery would recommend  buy again "
"1915","ordered rd june and received items on the th june smooth transaction item received as described no damage item is wrap with plastic overall is good recommended "
"1916","fast delivery even on weekend item received to be in good conditionl "
"1917","good and fast deliver thank you so much for "
"1918","took only  days for goods to arrive very speedy delivery  item arrived in a box  water bottle was plastic clinged wrapped confirm new and unused p"
"1919","item received and delivery was fast item look nice as in photo "
"1920","fast delivery came within a week and properly packed in a box for me "
"1921","ordered on sunday and received on thursday right item in good condition "
"1922","received within a week good buy"
"1923","as advertised from seller seller was very polite and helpful as well great buy  "
"1924","item received as described decent shipping time during the cb period"
"1925","delivery took  days bought during flash sales value for money item came defective informed seller seller willing to exchange a new one if i shipped back item but shoppee only has option to returnrefund  no option to exchange  which means i wasted time on this can shoppe address the problem"
"1926","cheaper than retail worth the price bought during flash deal hope there‚ll be more flash deals"
"1927","fast delivery colour as per picture satisfied with this purchase  "
"1928","have not opened  used it yet but bottles came in a box undamaged  delivery was fast as wellreceived in  days after ordering"
"1929","super fast delivery item received in good condition thank you so much"
"1930","super fast delivery"
"1931","super fast delivery  good quality would definitely purchase again  "
"1932","received within  days in perfect condition excited to use the new glow in the dark bottle"
"1933","delivery was really quick i‚m impressed highly recommend "
"1934","fast delivery received with thanks good bottle quality will order more "
"1935","very useful  "
"1936","bottles received in great condition bargain price for quality products always a supporter of nalgene bottles and love the colours‚"
"1937","fast delivery and colour as per the picture tried using today and is liking it "
"1938","delivery was really fast  item came in good condition only thing weird is that the tape of the box looked opened but the product was fine"
"1939","though i was kinda disappointed that the color i chose wasn‚t available despite being able to purchase it initially but nevertheless still happy with the buy color aubergine "
"1940","very good"
"1941","came in very good condition and wrapped very nicely too highly recommend "
"1942","good shape and quality nalgene bottle very swift delivery as well"
"1943","appreciate the fast delivery  placed my order on  and received it on   "
"1944","bottle came in a box as i ordered two it was well packed and true to picture second purchase from them "
"1945","received in good condition and really fast delivery i think less than  days i gotten it already will recommend for future purchases"
"1946","as advertised fast shipping received within  working days"
"1947","nice water bottle  one of my favourite brand will buy again‚"
"1948","fast delivery good quality bottle nice colour too love it"
"1949","received the bottles in good condition thank you "
"1950","fantastic good product delivery was very fast  days after order and came neatly packed in a carton box thanks seller"
"1951","excellent delivery speed took only  day to deliver received in perfect condition and color is true to picture highly recommended"
"1952","such a pretty colour and extremely fast delivery received it in  day"
"1953","nice glow in the dark love it thank you recommended "
"1954","quick delivery and well packaged can‚t wait to put them to use"
"1955","received product in good condition‚"
"1956","product true to picture pretty steady overall good purchase‚"
"1957","product true to picture really steady overall good purchase"
"1958","very fast delivery despite now going thru the covid period nice colour and good quality bottle‚"
"1959","super speedy delivery ordered on th at am received on th before pm‚"
"1960","delivery in two days super fast quality is good hehe happy with purchase "
"1961","fast delivery well packed as well will purchase again if there is any promo"
"1962","received in good condition thanks"
"1963","received item in good condition "
"1964","super fast delivery pretty colour too happy with my purchase‚"
"1965","received the item the next day after placing order everything is good"
"1966","order was well packed item sealed in original packaging very pleased with delivery time as well didn‚t expect to get it so soon  would buy again‚"
"1967","pristine condition and exact to picture "
"1968","super fast delivery and highly reccomended items came in good condition too"
"1969","not the colour i initially wanted but the bottle is still awesome "
"1970","super fast delivery and fantastic product highly recommended‚"
"1971","item received in  days "
"1972","fast delivery owner is very friendly recommended to purchase "
"1973","item received in good condition and the plastic smell not too smelly"
"1974","yay so happy with this bottle the colour is so pretty been meaning to get a new one after i lost my old one and great that this comes at a reasonable price ordered on  and received on  good shipping speed "
"1975","good size to get  can fill lots of water but not too heavy too fast delivery and cheaper than retail  highly recommended‚"
"1976","consider fast deliver during this period will buy again if i need more"
"1977","bought it at the flash sale  product is of good value and seemingly durable"
"1978","item is authentic and delivered fast highly recommend this item"
"1979","fast delivery‚ came in  days‚ packaging pack well‚ not bad will order again next time‚"
"1980","good quality very happy with this purchase "
"1981","order came fast and in excellent condition will recommend"
"1982","good quality but had a few scratches lower than market price so was a steal i guess"
"1983","fast delivery received it within  working days upon ordering good packaging and item came as per described"
"1984","fast delivery item authentic‚"
"1985","seller was really nice and accommodating items arrived quickly very satisfied with my purchase thank you so much"
"1986","fast and good condition  thank you for the efficiency‚"
"1987","colour is very nice therere no scratches on the bottle either will repurchase if they restock the pink one "
"1988","fast delivery did not expect it to come so quickly nice bottle will buy again"
"1989","next day doortodoor delivery item is bulky about cm diameter x cm height as compared to tupperware l bottle taller but smaller diameter the cap seals well"
"1990","fast delivery within  days and came well protected have tried washing it in dishwasher and it works so should be original‚"
"1991","very patient and responsive seller  verfied color before sending as the color i wanted was out of stock item came in good condition  will recommend this seller"
"1992","ok not bad"
"1993","received in good condition started to use but have plastic smell‚"
"1994","super fast delivery lovely water bottle will definitely buy again‚"
"1995","my family love it "
"1996","received in  days but understandable due to the circuit breaker situation hence expect a delay in shipment product received as advertised with no scratches "
"1997","very fast delivery just a day after ordering great deal after usi„g shopee coins to offset"
"1998","very swift delivery chose localdomestic because we needed it urgently will get more in future good quality from nalgene"
"1999","cadet colour is out of stock so seller asked me to choose another colour cute as well "
"2000","got this today quick delivery my first choice was cadet because the color is so beautiful too bad seller texted me saying that it is out of stock  so in the end chose trout green anyway still prefer cadet color thanks seller for informing me on the color availability "
"2001","super fast delivery item well packed no scratches no dent looked brand new seller was nice enough to cater to my change of colour request bought it in a flash deal  will repurchase again "
"2002","great bottle no defects product arrived on time and transaction was smooth"
"2003","such wonderful service and delivery from this shop i told them to pack nicely in a box and was expecting the usual hard cardboard box that is normally for fragile items didnt expect such beautiful wrapping and a card as well ordered on saturday and it reached on a tuesday it is so fast "
"2004","fast delivery and the product looks good would buy from them again‚"
"2005","awesome worth it"
"2006","very worthwhile purchase  the bottle was packaged well in a box  shipping is fast  recommended  "
"2007","fast delivery and product was received in good condition "
"2008","fast delivery and good quality‚"
"2009","item arrived super quick big ups "
"2010","fantastic quality and packaging am particularly impressed with the supersonic speed ‚of delivery‚"
"2011","item well received in good condition looks authentic and delivery is fast via normal delivery‚"
"2012","delivery was fast very nice to use and no defects too thank you"
"2013","came super fast and great quality will buy again"
"2014","happy with the abundant thick and secure bubble wrap used to prevent any damages or cracks bottles came fully sealed with original plastic thus eliminating concerns of scratchesmishandling thank you ‚"
"2015","bought during flash sale so the price is pretty good"
"2016","super fast delivery received within a day‚ good service"
"2017","extremely fast delivery ordered on  march and received it on  march‚"
"2018","super fast delivery and order is well packaged will definitely repurchase"
"2019","very fast delivery took about  days to receive no defects and happy with the colour thank you"
"2020","as expected delivery and shipment from seller was prompt colour is right very pleased "
"2021","love the bottle looks exactly the same as in the picture"
"2022","fast delivery time and item packed nicely‚"
"2023","bottle received in good condition fast delivery highly recommended"
"2024","received in  days good buy promotion price item in good status thank you "
